loss,mae,val_loss,val_mae,learning_rate
0.4863419532775879,0.4732905328273773,0.21042053401470184,0.37235894799232483,0.0002500000118743628
0.4959746301174164,0.48414716124534607,0.2155422419309616,0.3768770396709442,0.0002500000118743628
0.5974541306495667,0.49065253138542175,0.21916845440864563,0.38154906034469604,0.0002500000118743628
0.5370432734489441,0.4915955066680908,0.21868470311164856,0.38315194845199585,0.0002500000118743628
0.5227092504501343,0.4829844832420349,0.21413087844848633,0.38046589493751526,0.0002500000118743628
0.5261150002479553,0.49967193603515625,0.2096169888973236,0.3778143525123596,0.0002500000118743628
0.5087741613388062,0.4910367727279663,0.20702621340751648,0.3763948082923889,0.0002500000118743628
0.5558405518531799,0.4913789927959442,0.20430395007133484,0.3745109438896179,0.0002500000118743628
0.4746561348438263,0.49651074409484863,0.2039492428302765,0.3748771548271179,0.0002500000118743628
0.49318617582321167,0.4821432828903198,0.20453591644763947,0.3757477402687073,0.0001250000059371814
0.4642889201641083,0.4770931303501129,0.20523831248283386,0.37678641080856323,0.0001250000059371814
0.47263869643211365,0.4713616967201233,0.20664331316947937,0.3779546916484833,0.0001250000059371814
0.4789862036705017,0.47172802686691284,0.20802322030067444,0.37902942299842834,0.0001250000059371814
0.4842070937156677,0.43611982464790344,0.20930001139640808,0.3806930184364319,0.0001250000059371814
0.594905436038971,0.5285152792930603,0.2093622237443924,0.3809812664985657,0.0001250000059371814
0.5292938947677612,0.49436837434768677,0.20874789357185364,0.38057196140289307,0.0001250000059371814
0.5609627962112427,0.48300737142562866,0.20849569141864777,0.3806089758872986,0.0001250000059371814
0.5155176520347595,0.479714035987854,0.20966371893882751,0.3823201358318329,0.0001250000059371814
0.49925726652145386,0.46780237555503845,0.2112537920475006,0.38492652773857117,0.0001250000059371814
0.4790520668029785,0.45677557587623596,0.21188323199748993,0.38622644543647766,0.0001250000059371814
0.5464143753051758,0.4882695972919464,0.21281404793262482,0.3876437246799469,0.0001250000059371814
0.5235292911529541,0.4789516031742096,0.21392416954040527,0.3891841471195221,0.0001250000059371814
0.6458389759063721,0.48899388313293457,0.21433553099632263,0.39015161991119385,0.0001250000059371814
0.5174781680107117,0.4955531656742096,0.21395528316497803,0.390026718378067,0.0001250000059371814
0.4909365475177765,0.47682973742485046,0.2137467861175537,0.38983872532844543,6.25000029685907e-05
0.4871433675289154,0.48650965094566345,0.21392104029655457,0.3901273310184479,6.25000029685907e-05
0.5582080483436584,0.48180586099624634,0.2133100926876068,0.38957467675209045,6.25000029685907e-05
0.5487674474716187,0.49337464570999146,0.2130362093448639,0.3892574906349182,6.25000029685907e-05
0.6364555954933167,0.5184877514839172,0.2127229869365692,0.3888237476348877,6.25000029685907e-05
